alpha,family,wave,left,modulator,transform,regime,interaction,lag,source,parents,non_na,nan_ratio,unique,selector_score,shortlist_rank
alpha_gap_signed_log_rank_mul_liq_z,gap,wave7,gap,liq,signed_log,z,rank_mul,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,23450,,
alpha_gap_signed_log_rank_mul_rvol_hi,gap,wave7,gap,rvol,signed_log,hi,rank_mul,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,22572,0.05,22402,,
alpha_gap_signed_log_rank_mul_rvol_lo,gap,wave7,gap,rvol,signed_log,lo,rank_mul,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,22572,0.05,22402,,
alpha_gap_signed_log_rank_mul_rvol_rank,gap,wave7,gap,rvol,signed_log,rank,rank_mul,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,22572,0.05,22402,,
alpha_gap_signed_log_rank_mul_rvol_z,gap,wave7,gap,rvol,signed_log,z,rank_mul,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,22572,0.05,22402,,
alpha_gap_signed_log_regime_liq_hi,gap,wave7,gap,liq,signed_log,hi,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,7161,,
alpha_gap_signed_log_regime_liq_lo,gap,wave7,gap,liq,signed_log,lo,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,6982,,
alpha_gap_signed_log_regime_liq_rank,gap,wave7,gap,liq,signed_log,rank,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,23450,,
alpha_gap_signed_log_regime_liq_z,gap,wave7,gap,liq,signed_log,z,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,23628,,
alpha_gap_signed_log_regime_rvol_hi,gap,wave7,gap,rvol,signed_log,hi,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,6841,,
alpha_gap_signed_log_regime_rvol_lo,gap,wave7,gap,rvol,signed_log,lo,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,6670,,
alpha_gap_signed_log_regime_rvol_rank,gap,wave7,gap,rvol,signed_log,rank,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,22572,0.05,22402,,
alpha_gap_signed_log_regime_rvol_z,gap,wave7,gap,rvol,signed_log,z,regime,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,22572,0.05,22572,,
alpha_gap_signed_log_z_mul_liq_hi,gap,wave7,gap,liq,signed_log,hi,z_mul,0,recent_survivor:recent_default_priority,gap_clip3_regime_breadth_hi|gap_clip3_regime_breadth_lo|gap_clip3_regime_liq_hi|gap_clip3_regime_liq_lo|gap_clip3_regime_rvol_hi|gap_clip3_regime_rvol_lo|gap_ema3_regime_breadth_hi|gap_ema3_regime_breadth_z|gap_ema3_regime_liq_hi|gap_ema3_regime_liq_z|gap_ema3_regime_rvol_hi|gap_ema3_regime_rvol_z|gap_lag1_regime_breadth_hi_lag1|gap_lag1_regime_breadth_lo_lag1|gap_lag1_regime_breadth_z_lag1|gap_lag1_regime_liq_hi_lag1|gap_lag1_regime_liq_lo_lag1|gap_lag1_regime_liq_z_lag1|gap_lag1_regime_rvol_hi_lag1|gap_lag1_regime_rvol_lo_lag1|gap_lag1_regime_rvol_z_lag1|gap_lag2_regime_breadth_hi_lag2|gap_lag2_regime_breadth_z_lag2|gap_lag2_regime_liq_hi_lag2|gap_lag2_regime_liq_z_lag2|gap_lag2_regime_rvol_hi_lag2|gap_lag2_regime_rvol_z_lag2|gap_raw_regime_breadth_hi|gap_raw_regime_breadth_lo|gap_raw_regime_breadth_rank|gap_raw_regime_breadth_z|gap_raw_regime_liq_hi|gap_raw_regime_liq_lo|gap_raw_regime_liq_rank|gap_raw_regime_liq_z|gap_raw_regime_rvol_hi|gap_raw_regime_rvol_lo|gap_raw_regime_rvol_rank|gap_raw_regime_rvol_z|gap_sign_regime_breadth_hi|gap_sign_regime_breadth_rank|gap_sign_regime_liq_hi|gap_sign_regime_liq_rank|gap_sign_regime_rvol_hi|gap_sign_regime_rvol_rank|gap_signed_square_regime_breadth_z|gap_signed_square_regime_liq_z|gap_signed_square_regime_rvol_z|gap_tanh_regime_breadth_z|gap_tanh_regime_liq_z|gap_tanh_regime_rvol_z,23628,0.005555555555555556,23628,,
